GT,Model_1_0,Model_2_1
1,0.0002508075820205624,0.7151823281009156
0,0.9999587147850819,0.0008582343642299368
0,0.9999559983564636,0.0008582343642299368
1,0.04212305440324304,0.7866059162098922
1,0.0014153438669749496,0.9984211169946935
1,0.002802337836632862,0.9984211169946935
0,0.9999300061851547,0.12544949505042227
0,0.9999605761142523,0.0008582343642299368
1,0.03375897369667136,0.9786257253746758
1,0.1002870720388277,0.7541492846116097
1,0.018565205502672155,0.7866059162098922
1,0.012582647429529081,0.9902924508801724
1,0.079592599608305,0.7541492846116097
0,0.999935455294359,0.0008582343642299368
1,0.014081469540195846,0.9786257253746758
0,0.9996894829658519,0.054025906941445774
1,0.007778516857111728,0.9965261008870566
1,0.0073479152233333345,0.9965261008870566
1,0.04925499368516906,0.7541492846116097
0,0.9990791666693487,0.0
0,0.9999407477856898,0.054025906941445774
0,0.9998008617640983,0.12599864386975232
1,0.03208995055754271,0.7866059162098922
0,0.9998558153508253,0.0008582343642299368
0,0.9997421575598113,0.12599864386975232
1,0.007925997903410642,0.9965261008870566
1,0.0010683142822618397,0.9984211169946935
0,0.9998874737271451,0.12544949505042227
1,0.006579332602697496,0.9965261008870566
1,0.015320235173852947,0.9965261008870566
0,0.9999542410527144,0.0008582343642299368
0,0.9991039892219886,0.003289473684210526
1,0.02309238134608793,0.9965261008870566
0,0.9997987901293158,0.12544949505042227
1,0.012507973999083766,0.9902924508801724
0,0.9999709327473865,0.023903297398974288
0,0.9997825123822843,0.12544949505042227
1,0.008985719260102276,0.9984211169946935
1,0.2097934552967261,0.6438183023132974
1,0.04958769881900682,0.7151823281009156
1,0.0028337163131926246,0.9984211169946935
1,0.005125263399741287,0.9965261008870566
1,0.042590245347034705,0.9965261008870566
1,0.052764133610049724,0.7866059162098922
1,0.004975581970634857,0.9984211169946935
0,0.9997367172697413,0.054025906941445774
0,0.9989204844792985,0.0
1,0.017387653497094924,0.7866059162098922
0,0.9998074776963055,0.12544949505042227
1,0.015407740493002975,0.9965261008870566
1,0.0031593822434073937,0.9984211169946935
1,0.005275080076418859,0.9984211169946935
1,6.917466290889962e-07,0.9885878942032337
0,0.9999602273276629,0.0008582343642299368
1,0.01126517145030903,0.9902924508801724
0,0.9999608798356947,0.0008582343642299368
1,0.007985984340791785,0.9965261008870566
1,0.005389561420143019,0.9965261008870566
1,0.0051854388467397206,0.9902924508801724
0,0.9993730904803049,0.0
0,0.9989162683352527,0.0
0,0.9999669886693704,0.023903297398974288
1,0.0007258399173524221,0.9984211169946935
1,0.04870971348360542,0.7541492846116097
1,0.03461516954522437,0.7866059162098922
0,0.9999063767799594,0.054025906941445774
1,0.0001807317600940328,0.968792502583216
1,0.0009611659657238203,0.9965261008870566
0,0.9999069153370718,0.054025906941445774
1,3.350915211863814e-06,0.7866059162098922
0,0.9995635743761452,0.0008582343642299368
0,0.9999360165387264,0.12544949505042227
1,0.002591807366108756,0.9984211169946935
0,0.999895582182242,0.0008582343642299368
0,0.9996809439360486,0.0008582343642299368
1,0.006352732347648216,0.9965261008870566
1,0.0009459569585181793,0.968792502583216
1,0.014728157428947397,0.9965261008870566
0,0.9998226077709421,0.0
0,0.9963777177079512,0.0038386225035405646
0,0.9982841212362793,0.12599864386975232
1,0.0321814737437387,0.7866059162098922
0,0.9986815797951034,0.0008582343642299368
1,0.013722864904297194,0.9902924508801724
0,0.99997204782771,0.023903297398974288
0,0.9992490696038022,0.0008582343642299368
0,0.9999718625785163,0.023903297398974288
0,0.9999346781929078,0.12544949505042227
0,0.996551901902194,0.0038386225035405646
0,0.9999148760410109,0.054025906941445774
0,0.9998812388867272,0.12544949505042227
1,0.014147342457430101,0.9965261008870566
1,0.029652028981593914,0.9804592280887126
0,0.9996496072956865,0.0008582343642299368
1,0.0307440410083345,0.7866059162098922
1,0.07928191925033501,0.7541492846116097
1,0.002356492178552383,0.9984211169946935
1,0.00041635002781514885,0.9984211169946935
1,0.003551563108838529,0.9984211169946935
1,0.011878735741613466,0.9902924508801724
0,0.9999581027123453,0.0008582343642299368
1,0.0015683084714513962,0.9786257253746758
1,0.059897184081213695,0.7541492846116097
0,0.9999168395812147,0.054025906941445774
0,0.9999373085188952,0.054025906941445774
0,0.9999249792191022,0.12544949505042227
1,1.1721265374298184e-05,0.7866059162098922
1,0.004016638160768693,0.9984211169946935
0,0.9988690412209488,0.0
1,0.01267556037471651,0.9965261008870566
1,0.05095624758824058,0.7866059162098922
0,0.9965453600007015,0.0038386225035405646
1,0.0024216243361943057,0.9984211169946935
0,0.9989099239462409,0.12599864386975232
0,0.9984965440426252,0.0
1,1.7289885908988722e-05,0.7541492846116097
1,0.012749898037402674,0.9902924508801724
0,0.9997538383778103,0.12599864386975232
1,0.0026911590218317016,0.9984211169946935
0,0.9989088114527006,0.12599864386975232
1,0.014241810786657982,0.9965261008870566
0,0.9989762724991786,0.0
0,0.9999150525954744,0.12544949505042227
0,0.9999588485352918,0.0008582343642299368
1,8.099369259162437e-06,0.7866059162098922
0,0.9975882394861788,0.0008582343642299368
0,0.999853299350248,0.0008582343642299368
1,0.016393273959148247,0.9965261008870566
0,0.9998215288191615,0.12544949505042227
1,0.0012662754994947623,0.9965261008870566
1,0.03077144348246419,0.7866059162098922
0,0.9997227438208081,0.0008582343642299368
0,0.9989043356800311,0.0
1,0.008443703126840174,0.9965261008870566
0,0.9998028234136869,0.12544949505042227
1,0.0012359204671720248,0.9965261008870566
0,0.9998771833987983,0.12544949505042227
0,0.9967357802503195,0.0038386225035405646
0,0.9999387242633802,0.054025906941445774
0,0.9999033895197199,0.12544949505042227
0,0.9998084266262347,0.054025906941445774
0,0.9918641879080083,0.12599864386975232
0,0.9999572195473191,0.0008582343642299368
0,0.9995863279294511,0.0008582343642299368
0,0.9968081243807048,0.0038386225035405646
1,0.00025259652693443435,0.9823542441963494
0,0.9999701272641421,0.023903297398974288
1,0.0010859290251022946,0.9984211169946935
0,0.9997750228462134,0.12544949505042227
1,0.022405291799798333,0.9965261008870566
0,0.9999587945245202,0.023903297398974288
0,0.9999271636595156,0.054025906941445774
0,0.999723175892509,0.0008582343642299368
1,0.011906901935926695,0.9786257253746758
1,0.012087279806909157,0.9965261008870566
0,0.9999720115536724,0.023903297398974288
0,0.9999429254086963,0.054025906941445774
1,0.0018006322993112667,0.9984211169946935
0,0.9994792902668512,0.12599864386975232
1,0.004690551655432751,0.968792502583216
0,0.999687752330666,0.0008582343642299368
1,0.013821154306997485,0.9965261008870566
0,0.9997066438728428,0.054025906941445774
1,0.003176875120453393,0.9984211169946935
0,0.9995423020219225,0.12599864386975232
0,0.9997868974574644,0.12544949505042227
1,0.027193460283506665,0.7866059162098922
0,0.9999410815635009,0.12544949505042227
0,0.9467848277396327,0.1837823156745703
1,0.02894887319534667,0.7866059162098922
0,0.9999160829339682,0.0008582343642299368
0,0.9999163758138679,0.054025906941445774
0,0.9999570606024538,0.0008582343642299368
1,0.9970934318357525,0.03282412974991738
1,0.02853568426091002,0.7866059162098922
1,5.6759791120519765e-06,0.9866928780955968
1,0.08090993717335104,0.7541492846116097
0,0.9999349691637324,0.0008582343642299368
1,5.621876656625169e-05,0.9902924508801724
0,0.9997855107339645,0.12544949505042227
0,0.9997229191163304,0.0008582343642299368
0,0.9999551831619045,0.0008582343642299368
0,0.99978499234332,0.12544949505042227
0,0.9997725779924713,0.12544949505042227
1,0.011593666214100962,0.9902924508801724
0,0.9999379925463623,0.12544949505042227
1,0.0005195984566408463,0.9965261008870566
0,0.9995800772556379,0.054025906941445774
0,0.9997398306212743,0.12599864386975232
1,0.00520429754241869,0.9984211169946935
0,0.9999572671159557,0.0008582343642299368
1,0.06735810115852237,0.7541492846116097
1,0.02760652574700362,0.9902924508801724
1,0.02060440715330525,0.9965261008870566
0,0.9994940112568055,0.0
1,0.024888436847108175,0.7866059162098922
1,0.003617241716494801,0.9902924508801724
0,0.9999727580418072,0.023903297398974288
1,0.003623595280708547,0.9984211169946935
1,0.029408115701528126,0.7866059162098922
1,0.14820349309449998,0.6737956856377908
0,0.9999232443088956,0.0008582343642299368
0,0.9999364177686083,0.054025906941445774
0,0.9999411864305697,0.12544949505042227
1,0.0018541100212943196,0.9984211169946935
1,0.005865678988124068,0.9902924508801724
0,0.9956757006278706,0.12599864386975232
1,0.011267826704233985,0.9965261008870566
0,0.9999175306128875,0.054025906941445774
1,0.002967594144588359,0.9984211169946935
1,0.02156638118339882,0.9965261008870566
0,0.9979076610571826,0.12599864386975232
1,0.0014233242777601518,0.9965261008870566
0,0.9922222516138113,0.12599864386975232
0,0.9998825581697239,0.12544949505042227
0,0.9996839350564837,0.0008582343642299368
1,0.02641460981697863,0.9902924508801724
0,0.999836453234593,0.0
0,0.9998772005714699,0.12544949505042227
1,0.050299565975996496,0.968792502583216
0,0.9996473763649756,0.0008582343642299368
0,0.9999707897018789,0.023903297398974288
1,0.027378019136600096,0.7866059162098922
0,0.9999610122927336,0.0008582343642299368
1,0.013244400427476433,0.9965261008870566
1,8.86391246579521e-06,0.7866059162098922
0,0.9999286739140992,0.054025906941445774
0,0.9990201632647625,0.0
0,0.9997191766265351,0.0008582343642299368
1,0.06713041875144221,0.7541492846116097
0,0.9997530516477722,0.12599864386975232
0,0.9817162296344222,0.12599864386975232
0,0.9998593834786471,0.0008582343642299368
0,0.9999297671111881,0.12544949505042227
1,0.005848354594413463,0.9965261008870566
0,0.9999508575400041,0.0008582343642299368
0,0.9984207647772382,0.12599864386975232
0,0.9997579124751503,0.12544949505042227
0,0.9998895408666769,0.12544949505042227
1,0.0006827002139438987,0.9984211169946935
0,0.7877774395696291,0.1837823156745703
0,0.9998124699054092,0.12599864386975232
1,2.6835321039198057e-05,0.9804592280887126
0,0.9989012870314713,0.0
0,0.99993923338302,0.054025906941445774
0,0.9999199229258953,0.054025906941445774
1,0.023079228164696985,0.7866059162098922
1,0.011058561528758948,0.9902924508801724
0,0.9997874696830151,0.12544949505042227
1,0.021878476895283328,0.9965261008870566
1,0.08091810710130531,0.7866059162098922
0,0.9997983410305414,0.054025906941445774
1,0.0008757840608868417,0.9984211169946935
1,0.03582972288285757,0.9804592280887126
1,8.559148908515724e-07,0.9885878942032337
0,0.9999659517643965,0.023903297398974288
0,0.9994578244331923,0.0038386225035405646
1,0.020634292741739557,0.9902924508801724
1,0.054428983295568556,0.7866059162098922
0,0.9999349021133063,0.0008582343642299368
1,9.423859303692161e-06,0.7866059162098922
1,0.012796439840959128,0.9786257253746758
1,0.05401869816489824,0.968792502583216
1,0.02570905729436812,0.7866059162098922
0,0.9992383207327624,0.0
1,0.0019427816977196644,0.9984211169946935
0,0.999721537602201,0.054025906941445774
1,0.0014887497869083832,0.9965261008870566
0,0.9996050141235325,0.0008582343642299368
0,0.9999332467060783,0.0008582343642299368
1,0.021702476355001665,0.9965261008870566
0,0.9977000202571045,0.0008582343642299368
0,0.9999479606364297,0.12544949505042227
1,0.01082694107201454,0.9965261008870566
1,0.00035385233686580086,0.968792502583216
1,0.03813320346254667,0.7541492846116097
1,0.2953246108633518,0.6136956927708259
1,0.06486236897928455,0.7866059162098922
1,0.00592913822229002,0.9965261008870566
1,0.00041585953440848034,0.9984211169946935
1,0.0576495406563563,0.968792502583216
0,0.8071988034131191,0.15955668971912554
1,0.007527527935368594,0.9965261008870566
1,0.011828972659297499,0.9902924508801724
1,0.05495008550580127,0.7866059162098922
0,0.9997151568507748,0.054025906941445774
0,0.9999711671349245,0.023903297398974288
0,0.9963916261638246,0.0038386225035405646
0,0.9964960843396102,0.0038386225035405646
0,0.9997779356503917,0.12544949505042227
0,0.9998359033856363,0.12544949505042227
1,2.10475333606297e-06,0.7866059162098922
1,0.015181900787737845,0.7866059162098922
1,0.00047643138198982804,0.7541492846116097
1,0.17878465072472527,0.6526030869601617
1,1.3422893049286344e-06,0.9885878942032337
0,0.9994390766823156,0.003289473684210526
1,0.008749232815161712,0.9965261008870566
1,0.012607541005764,0.9902924508801724
1,0.000609370085828842,0.9984211169946935
1,0.009791477043063268,0.7866059162098922
0,0.999099392636076,0.003289473684210526
1,0.059427674322818036,0.7866059162098922
0,0.9999020287298945,0.12544949505042227
0,0.9999510941567754,0.054025906941445774
1,0.20862245407938018,0.6136956927708259
1,0.0015162898392668822,0.9984211169946935
0,0.9997495866091104,0.12599864386975232
0,0.9997803852311744,0.12544949505042227
1,0.007621679082127297,0.9965261008870566
1,0.00010991558871664697,0.9902924508801724
1,0.004247073754963915,0.9984211169946935
0,0.9998588536503905,0.0008582343642299368
0,0.9999707502700403,0.023903297398974288
0,0.9998596365042385,0.0008582343642299368
1,0.07234115957747578,0.7866059162098922
0,0.9999211077591564,0.054025906941445774
0,0.9997134737388252,0.12599864386975232
0,0.9999403457876598,0.12544949505042227
0,0.9997786384265552,0.12544949505042227
0,0.9997888204101391,0.12544949505042227
0,0.9997294997841931,0.003289473684210526
0,0.9995183164597454,0.12599864386975232
0,0.9988596895099616,0.0
0,0.9994932000563366,0.0008582343642299368
1,0.033426919749190986,0.7866059162098922
0,0.9999729520905286,0.023903297398974288
0,0.9998554138043413,0.0008582343642299368
0,0.9999435743901204,0.0008582343642299368
0,0.999781917695618,0.12544949505042227
0,0.9999159923151183,0.12544949505042227
1,0.000582758693712826,0.9965261008870566
1,0.018905508382274117,0.9965261008870566
0,0.9999723843176646,0.023903297398974288
1,2.4201947407376245e-05,0.7866059162098922
0,0.9996825057742823,0.0008582343642299368
0,0.9988989091460605,0.0
1,0.037188612298477475,0.7541492846116097
0,0.9996268800371801,0.0008582343642299368
1,0.0022597717165639963,0.9965261008870566
0,0.9999726421153058,0.023903297398974288
0,0.9987341765100467,0.0
1,0.0046932320222489166,0.9984211169946935
0,0.9999385536638421,0.054025906941445774
0,0.9565287522184429,0.15022426982519707
0,0.9999393118147314,0.12544949505042227
1,0.0025528506181855537,0.9984211169946935
0,0.9999339952709698,0.054025906941445774
1,0.151017207997303,0.7152418904222739
1,0.005299770826433292,0.9984211169946935
1,0.01200324463886382,0.9902924508801724
1,0.012087696349835642,0.9902924508801724
0,0.9998887596797322,0.12599864386975232
1,4.214979831940191e-06,0.7866059162098922
1,2.774183907083838e-05,0.9804592280887126
1,0.14388841270175923,0.7152418904222739
1,0.06046121278422656,0.968792502583216
0,0.9999420191398276,0.054025906941445774
1,0.0009594009730254927,0.9984211169946935
0,0.9998891550747304,0.12544949505042227
0,0.9997507299523285,0.12599864386975232
0,0.9813329240258118,0.054025906941445774
0,0.999615458192639,0.0038386225035405646
1,3.27736460025152e-05,0.7541492846116097
1,0.022363278759697458,0.9965261008870566
0,0.9998805178891691,0.0008582343642299368
1,0.0018158472705089856,0.9984211169946935
0,0.999741291631941,0.12599864386975232
1,0.0013646306664373276,0.9984211169946935
0,0.9993166631714652,0.0
1,0.0005278116254453513,0.968792502583216
1,0.017607522039351564,0.9902924508801724
0,0.9999433008946508,0.054025906941445774
0,0.9999466016978493,0.054025906941445774
0,0.9999386087004776,0.054025906941445774
0,0.9999414670190407,0.12544949505042227
1,0.1998494913904657,0.6438183023132974
1,4.0499122867854176e-05,0.9902924508801724
0,0.9993397980774097,0.12544949505042227
0,0.9999154402012784,0.12544949505042227
1,0.014277850287432892,0.9965261008870566
0,0.9999427303322033,0.054025906941445774
0,0.9999723404558504,0.023903297398974288
1,0.012509330680043895,0.9965261008870566
0,0.9996876567830179,0.0008582343642299368
0,0.9998919400744632,0.0008582343642299368
0,0.9999143199259323,0.12544949505042227
0,0.999025262312516,0.0
0,0.9999725130096402,0.023903297398974288
0,0.9996878154357376,0.054025906941445774
0,0.9991082601264174,0.0
0,0.9999356803991276,0.054025906941445774
0,0.9977817964345408,0.12599864386975232
0,0.9998819795536413,0.12599864386975232
0,0.9999722935886858,0.023903297398974288
1,0.014604519902423951,0.9965261008870566
1,1.6566002198126206e-05,0.7541492846116097
1,3.7854765264633272e-06,0.9965261008870566
0,0.9995791193993802,0.0008582343642299368
0,0.9967686047051907,0.0038386225035405646
1,0.03494563903225367,0.7866059162098922
0,0.9998173910119533,0.12544949505042227
0,0.9999418340390385,0.12544949505042227
1,0.003049876919961836,0.9984211169946935
1,0.021202089703538207,0.9965261008870566
0,0.9999594770205714,0.0008582343642299368
0,0.9942853310016397,0.0038386225035405646
1,0.011736374064318267,0.9965261008870566
0,0.9997884723085005,0.12544949505042227
1,0.013880365282477491,0.9965261008870566
0,0.9978405285492735,0.0008582343642299368
0,0.9999726457038721,0.023903297398974288
1,0.000911492494804822,0.9984211169946935
1,0.01266880171339968,0.9965261008870566
1,0.002801607281368468,0.7866059162098922
1,0.08304189284035557,0.7541492846116097
0,0.9992146083016008,0.0
1,7.408877749170983e-05,0.9804592280887126
1,0.037589215108964624,0.7151823281009156
1,4.078771214854893e-05,0.9902924508801724
0,0.9999615386277906,0.023903297398974288
0,0.9881813003036805,0.12599864386975232
1,0.020475964478608444,0.9965261008870566
0,0.9997406671728174,0.12599864386975232
1,0.0003030911520207624,0.7151823281009156
1,0.003469030155044406,0.9965261008870566
0,0.9963940753156365,0.0038386225035405646
1,0.002329973312815148,0.9984211169946935
0,0.9999368429344092,0.054025906941445774
0,0.09174561123422265,0.3358409043061646
0,0.9999436154157345,0.054025906941445774
1,0.04557117885094497,0.7866059162098922
1,0.0018400705499573844,0.9984211169946935
1,0.0007067916199117175,0.9902924508801724
0,0.9966447998123239,0.0038386225035405646
1,0.0007501299524101945,0.9984211169946935
0,0.9998168239325209,0.0
1,0.013052868393701567,0.7866059162098922
0,0.999753034984631,0.12599864386975232
0,0.9997808614298436,0.12544949505042227
0,0.9997153799579545,0.003289473684210526
0,0.9997888642383617,0.12544949505042227
0,0.9997753144143062,0.12544949505042227
0,0.9998836153979244,0.0008582343642299368
0,0.999791975262559,0.0
1,0.0006963704668490056,0.9984211169946935
0,0.9997947800793401,0.12544949505042227
1,0.009061033643145144,0.9965261008870566
1,0.048504665176621775,0.7866059162098922
1,0.0012669646144359836,0.9965261008870566
0,0.9998100962092987,0.054025906941445774
0,0.9994996591912414,0.0008582343642299368
0,0.9999420035753929,0.0008582343642299368
0,0.9978563923699968,0.0038386225035405646
1,0.0671708282118133,0.7541492846116097
1,0.008282893355137655,0.9965261008870566
1,0.01293823535089178,0.9786257253746758
0,0.9998832852597479,0.12599864386975232
1,0.0063879381494307275,0.9965261008870566
0,0.9999288990504785,0.12544949505042227
1,0.0028911469594444794,0.9984211169946935
1,0.003667243445788504,0.9984211169946935
0,0.9998392255387305,0.12544949505042227
1,0.012129335334983726,0.9965261008870566
1,0.0009359337337335738,0.9984211169946935
1,0.01221852925958744,0.9786257253746758
1,0.024184310251467278,0.7866059162098922
1,0.0012259893235173625,0.9984211169946935
0,0.9991757794704581,0.0038386225035405646
0,0.9994122158995119,0.0008582343642299368
0,0.9996921885631226,0.054025906941445774
1,0.011790727991739636,0.9786257253746758
0,0.9998337338179453,0.0
1,0.07060335354345171,0.7866059162098922
0,0.9996659419851782,0.0038386225035405646
1,0.021010525841170136,0.9965261008870566
1,0.0046688669613131895,0.9984211169946935
0,0.9995015985568003,0.0008582343642299368
1,0.003352424064588022,0.9984211169946935
0,0.9999366706995615,0.12544949505042227
1,0.0017966502470448953,0.9984211169946935
0,0.999824625568097,0.12599864386975232
1,0.05709977111179387,0.7541492846116097
1,0.008221925539086405,0.9965261008870566
1,2.9872645930240083e-06,0.7866059162098922
0,0.9999565637787601,0.0008582343642299368
0,0.9997982292629318,0.0
0,0.9999488772833343,0.12544949505042227
1,7.658573066393615e-06,0.7866059162098922
1,0.011910209234858526,0.9965261008870566
0,0.9999390468890785,0.054025906941445774
1,0.001393965464400293,0.9984211169946935
0,0.999742279331006,0.054025906941445774
0,0.9997937963960959,0.12544949505042227
0,0.9997864144373361,0.12544949505042227
0,0.999960630881821,0.0008582343642299368
0,0.9990343875387806,0.0
0,0.9999437031209297,0.12544949505042227
1,0.025562247404372518,0.7866059162098922
1,0.017547744073366345,0.9965261008870566
1,0.00315799196589861,0.9965261008870566
1,0.00014580611272518862,0.9804592280887126
1,0.000881321088828102,0.9786257253746758
1,0.02117742428524627,0.9902924508801724
0,0.9999458127988659,0.12544949505042227
1,2.488423766622283e-05,0.682725696502633
1,0.005027300820909852,0.9965261008870566
0,0.9999327248947205,0.12544949505042227
1,0.001061771483991003,0.9965261008870566
0,0.9980197217683564,0.12599864386975232
0,0.9996650921994877,0.0008582343642299368
0,0.9998040260226223,0.12544949505042227
0,0.9995328679748254,0.0008582343642299368
0,0.9997899486158267,0.12544949505042227
0,0.9998660069724131,0.12544949505042227
0,0.9106134202882807,0.1837823156745703
0,0.9996239232826895,0.0008582343642299368
1,7.0128946906278244e-06,0.7866059162098922
0,0.9990139997523422,0.0
0,0.9974993674577652,0.12599864386975232
0,0.9998119090998197,0.12599864386975232
0,0.9999700129847664,0.023903297398974288
0,0.9985658727715193,0.12599864386975232
1,0.0011572470009666436,0.9984211169946935
0,0.9999719524353315,0.023903297398974288
0,0.9998630499700731,0.0008582343642299368
1,0.011698295931916847,0.9965261008870566
0,0.9992057302831361,0.003289473684210526
1,0.022057412732562898,0.9965261008870566
0,0.9999256340265472,0.0008582343642299368
0,0.9999019974142938,0.0008582343642299368
1,0.014504515978217003,0.9902924508801724
0,0.999941405469649,0.054025906941445774
1,0.0002669128645450547,0.9823542441963494
0,0.9996913313808883,0.054025906941445774
0,0.9999723837305585,0.023903297398974288
0,0.9999541371155694,0.054025906941445774
1,9.408626764684236e-06,0.7866059162098922
1,0.012433772639004137,0.9902924508801724
0,0.9998492804173967,0.0008582343642299368
1,0.21187345712004824,0.6438183023132974
0,0.9997332473112629,0.054025906941445774
0,0.9993677369170196,0.0038386225035405646
1,0.006412739924348099,0.7151823281009156
1,0.0024936404666799916,0.9984211169946935
1,4.271159378066436e-06,0.9866928780955968
1,0.055883767287831954,0.7866059162098922
0,0.9997783307768792,0.12544949505042227
1,0.02215413472356076,0.7866059162098922
0,0.9999557726163585,0.0008582343642299368
0,0.9996414586700005,0.0008582343642299368
1,0.011206018799881368,0.9965261008870566
1,0.022016882222187117,0.9965261008870566
0,0.9981999695792396,0.15022426982519707
1,0.0024514985308869974,0.9984211169946935
1,0.010538856192813806,0.9965261008870566
1,0.002876157208951846,0.7151823281009156
0,0.9997575769808904,0.12544949505042227
0,0.9999309798093612,0.0008582343642299368
0,0.9999724059515497,0.023903297398974288
1,7.758306163629936e-05,0.7866059162098922
0,0.9996846879092736,0.0008582343642299368
1,3.063545220172159e-06,0.7866059162098922
0,0.9999409331712847,0.054025906941445774
1,0.00634191314945598,0.9965261008870566
0,0.9997219714521848,0.0008582343642299368
0,0.9999471913582562,0.0008582343642299368
1,0.014276818903899313,0.9902924508801724
0,0.9992382559823628,0.0
1,0.0042284703012244185,0.9984211169946935
